pc,explained_variance_ratio,feature,loading,abs_loading
PC4,0.0714317926562574,speed_10s_avg_stage2_col1_mean,-0.19659718912002447,0.19659718912002447
PC4,0.0714317926562574,speed_10s_avg_stage2_col1_std_over_mean,-0.2630093534662619,0.2630093534662619
PC4,0.0714317926562574,speed_10s_avg_stage2_col2_mean,0.09819514097001049,0.09819514097001049
PC4,0.0714317926562574,speed_10s_avg_stage2_col2_std_over_mean,-0.16949276768434413,0.16949276768434413
PC4,0.0714317926562574,speed_10s_avg_stage3_rows,-0.014020257920292184,0.014020257920292184
PC4,0.0714317926562574,speed_10s_avg_stage3_col1_mean,0.06658722742730701,0.06658722742730701
PC4,0.0714317926562574,speed_10s_avg_stage3_col1_std_over_mean,0.07053298876188183,0.07053298876188183
PC4,0.0714317926562574,speed_10s_avg_stage3_col2_mean,-0.01887286443527798,0.01887286443527798
PC4,0.0714317926562574,speed_10s_avg_stage3_col2_std_over_mean,0.079174218768855,0.079174218768855
PC4,0.0714317926562574,speed_10s_avg_stage4_rows,-0.2250162124778525,0.2250162124778525
PC4,0.0714317926562574,speed_10s_avg_stage4_col1_mean,0.03810944470034093,0.03810944470034093
PC4,0.0714317926562574,speed_10s_avg_stage4_col1_std_over_mean,0.031609564579766866,0.031609564579766866
PC4,0.0714317926562574,speed_10s_avg_stage4_col2_mean,-0.025306588713628515,0.025306588713628515
PC4,0.0714317926562574,speed_10s_avg_stage4_col2_std_over_mean,0.03133812292382438,0.03133812292382438
PC4,0.0714317926562574,speed_10s_avg_stage5_rows,0.0725751288744123,0.0725751288744123
PC4,0.0714317926562574,speed_10s_avg_stage5_col1_mean,0.12364007314702875,0.12364007314702875
PC4,0.0714317926562574,speed_10s_avg_stage5_col1_std_over_mean,0.20399719639466887,0.20399719639466887
PC4,0.0714317926562574,speed_10s_avg_stage5_col2_mean,-0.06574531802629692,0.06574531802629692
PC4,0.0714317926562574,speed_10s_avg_stage5_col2_std_over_mean,0.1728460703757568,0.1728460703757568
PC5,0.04117996427744645,stage_2_frames,0.09478362646280739,0.09478362646280739
PC5,0.04117996427744645,stage_3_frames,0.18928751180068537,0.18928751180068537
PC5,0.04117996427744645,stage_4_frames,-0.2802562786431855,0.2802562786431855
PC5,0.04117996427744645,stage_5_frames,-0.21443345547320686,0.21443345547320686
PC5,0.04117996427744645,roam_mean,-0.03573246351390444,0.03573246351390444
PC5,0.04117996427744645,roam_std_over_mean,-0.02680421897343213,0.02680421897343213
PC5,0.04117996427744645,roam_early_mean,0.028320121317487956,0.028320121317487956
PC5,0.04117996427744645,roam_mid_mean,-0.1544341588963734,0.1544341588963734
PC5,0.04117996427744645,roam_late_mean,-3.99188383510829e-05,3.99188383510829e-05
PC5,0.04117996427744645,roam_slope,-0.10368093770516285,0.10368093770516285
PC5,0.04117996427744645,speed_1s_rows,0.08498141123351838,0.08498141123351838
PC5,0.04117996427744645,speed_1s_stage2_rows,0.18928751180068543,0.18928751180068543
PC5,0.04117996427744645,speed_1s_stage2_col1_mean,-0.2307939432984374,0.2307939432984374
PC5,0.04117996427744645,speed_1s_stage2_col1_std_over_mean,0.31186996949904705,0.31186996949904705
PC5,0.04117996427744645,speed_1s_stage2_col2_mean,0.0345473149361209,0.0345473149361209
PC5,0.04117996427744645,speed_1s_stage2_col2_std_over_mean,-0.024842173350743006,0.024842173350743006
PC5,0.04117996427744645,speed_1s_stage3_rows,-0.2802562786431854,0.2802562786431854
PC5,0.04117996427744645,speed_1s_stage3_col1_mean,-0.1071856824337065,0.1071856824337065
PC5,0.04117996427744645,speed_1s_stage3_col1_std_over_mean,-0.15851145250942283,0.15851145250942283
PC5,0.04117996427744645,speed_1s_stage3_col2_mean,-0.047071881857128094,0.047071881857128094
PC5,0.04117996427744645,speed_1s_stage3_col2_std_over_mean,0.02610585672313764,0.02610585672313764
PC5,0.04117996427744645,speed_1s_stage4_rows,-0.2144334554732069,0.2144334554732069
PC5,0.04117996427744645,speed_1s_stage4_col1_mean,0.0014550835404338973,0.0014550835404338973
PC5,0.04117996427744645,speed_1s_stage4_col1_std_over_mean,-0.005257128567207644,0.005257128567207644
PC5,0.04117996427744645,speed_1s_stage4_col2_mean,-0.06803075692007918,0.06803075692007918
