feature,importance,dataset,run,seed
speed_1s_stage2_col2_mean,0.01583377044032499,SI206_shuffled,5,46
speed_1s_stage2_col2_std_over_mean,0.029845563462961373,SI206_shuffled,5,46
speed_1s_stage3_rows,0.011547576266676265,SI206_shuffled,5,46
speed_1s_stage3_col1_mean,0.021119926370339145,SI206_shuffled,5,46
speed_1s_stage3_col1_std_over_mean,0.018247982533138956,SI206_shuffled,5,46
speed_1s_stage3_col2_mean,0.02267915173624778,SI206_shuffled,5,46
speed_1s_stage3_col2_std_over_mean,0.016783982238274344,SI206_shuffled,5,46
speed_1s_stage4_rows,0.007479370400076026,SI206_shuffled,5,46
speed_1s_stage4_col1_mean,0.017571190071102777,SI206_shuffled,5,46
speed_1s_stage4_col1_std_over_mean,0.011768663148231731,SI206_shuffled,5,46
speed_1s_stage4_col2_mean,0.008710315732214757,SI206_shuffled,5,46
speed_1s_stage4_col2_std_over_mean,0.014966216630200195,SI206_shuffled,5,46
speed_1s_stage5_rows,0.00012337154291991898,SI206_shuffled,5,46
speed_1s_stage5_col1_mean,0.02430098174508882,SI206_shuffled,5,46
speed_1s_stage5_col1_std_over_mean,0.01599028195930719,SI206_shuffled,5,46
speed_1s_stage5_col2_mean,0.011931717717344864,SI206_shuffled,5,46
speed_1s_stage5_col2_std_over_mean,0.020311043049317863,SI206_shuffled,5,46
speed_10s_avg_rows,0.022939387828403567,SI206_shuffled,5,46
speed_10s_avg_stage2_rows,0.019544306859895673,SI206_shuffled,5,46
speed_10s_avg_stage2_col1_mean,0.01831243964859403,SI206_shuffled,5,46
speed_10s_avg_stage2_col1_std_over_mean,0.010953940255928083,SI206_shuffled,5,46
speed_10s_avg_stage2_col2_mean,0.02027739681842949,SI206_shuffled,5,46
speed_10s_avg_stage2_col2_std_over_mean,0.008982644455460381,SI206_shuffled,5,46
speed_10s_avg_stage3_rows,0.011076634009808855,SI206_shuffled,5,46
speed_10s_avg_stage3_col1_mean,0.017132148762972574,SI206_shuffled,5,46
speed_10s_avg_stage3_col1_std_over_mean,0.026470963308730416,SI206_shuffled,5,46
speed_10s_avg_stage3_col2_mean,0.01811315113915898,SI206_shuffled,5,46
speed_10s_avg_stage3_col2_std_over_mean,0.022486578181777236,SI206_shuffled,5,46
speed_10s_avg_stage4_rows,0.007836279371343246,SI206_shuffled,5,46
speed_10s_avg_stage4_col1_mean,0.019566913775766238,SI206_shuffled,5,46
speed_10s_avg_stage4_col1_std_over_mean,0.02399689920643931,SI206_shuffled,5,46
speed_10s_avg_stage4_col2_mean,0.007393940860147994,SI206_shuffled,5,46
speed_10s_avg_stage4_col2_std_over_mean,0.034266438480192625,SI206_shuffled,5,46
speed_10s_avg_stage5_rows,4.710336893920445e-05,SI206_shuffled,5,46
speed_10s_avg_stage5_col1_mean,0.027888690951597,SI206_shuffled,5,46
speed_10s_avg_stage5_col1_std_over_mean,0.01875793760679015,SI206_shuffled,5,46
speed_10s_avg_stage5_col2_mean,0.009293128161721608,SI206_shuffled,5,46
speed_10s_avg_stage5_col2_std_over_mean,0.007514719827331684,SI206_shuffled,5,46
stage_2_frames,0.04695192207600824,SI206_shuffled,6,47
stage_3_frames,0.01433970851851337,SI206_shuffled,6,47
stage_4_frames,0.013488201503608896,SI206_shuffled,6,47
stage_5_frames,0.0052919891089958674,SI206_shuffled,6,47
roam_mean,0.006122895239762835,SI206_shuffled,6,47
roam_std_over_mean,0.08095659224556205,SI206_shuffled,6,47
