worm_id,cam_id,well_id,recording_id,timestamp,experiment_id,stage_2_frames,stage_3_frames,stage_4_frames,stage_6_frames,total_frames,roam_mean,roam_std,roam_median,roam_p10,roam_p90,roam_early_mean,roam_mid_mean,roam_late_mean,roam_slope,speed_1s_rows,speed_1s_col1_mean,speed_1s_col1_std,speed_1s_col1_median,speed_1s_col1_p10,speed_1s_col1_p90,speed_1s_col2_mean,speed_1s_col2_std,speed_1s_col2_median,speed_1s_col2_p10,speed_1s_col2_p90,speed_1s_col3_mean,speed_1s_col3_std,speed_1s_col3_median,speed_1s_col3_p10,speed_1s_col3_p90,speed_10s_avg_rows,speed_10s_avg_col1_mean,speed_10s_avg_col1_std,speed_10s_avg_col1_median,speed_10s_avg_col1_p10,speed_10s_avg_col1_p90,speed_10s_avg_col2_mean,speed_10s_avg_col2_std,speed_10s_avg_col2_median,speed_10s_avg_col2_p10,speed_10s_avg_col2_p90,speed_10s_avg_col3_mean,speed_10s_avg_col3_std,speed_10s_avg_col3_median,speed_10s_avg_col3_p10,speed_10s_avg_col3_p90,speed_av2_rows,speed_av2_col1_mean,speed_av2_col1_std,speed_av2_col1_median,speed_av2_col1_p10,speed_av2_col1_p90,speed_av2_col2_mean,speed_av2_col2_std,speed_av2_col2_median,speed_av2_col2_p10,speed_av2_col2_p90,speed_av2_col3_mean,speed_av2_col3_std,speed_av2_col3_median,speed_av2_col3_p10,speed_av2_col3_p90,speed_av2_col4_mean,speed_av2_col4_std,speed_av2_col4_median,speed_av2_col4_p10,speed_av2_col4_p90,speed_av2_col5_mean,speed_av2_col5_std,speed_av2_col5_median,speed_av2_col5_p10,speed_av2_col5_p90,speed_av2_col6_mean,speed_av2_col6_std,speed_av2_col6_median,speed_av2_col6_p10,speed_av2_col6_p90,days_alive
cam228_w1,228,1,CAM228_2025-05-08-141050,2025-05-08-141050,SI206_2025-05-08,133920,83160,85320,172800,631796,0.061352111447289276,0.12473761581607859,0.0036319612590799033,0.0,0.18965899919289764,0.08563667761256945,0.04736350170307369,0.05105615502622469,-6.360263590330239e-05,577770,1.5570482548831803,1.8784382027049584,0.9568893619233192,0.08295193401738518,3.627687209922809,76.84864177503344,63.684382233986895,63.72475949953297,0.39461405429979274,167.82122842694693,3.1682330339062257,1.5545354798743127,3.0,1.0,5.0,577770,1.5569823606847333,1.3324980983119428,1.202582740777741,0.5353377656278686,3.0620412124646212,76.84408258223739,38.29731190723396,80.97382764394172,16.06488569473896,123.531517301585,3.1680772625785347,1.5546358302087804,3.0,1.0,5.0,537806,1.6726806665095186,1.3091848111574187,1.271402576162854,0.6866373963290764,3.1532429785088993,82.55431436900905,33.230530125025055,84.86343375822659,36.53264609860642,124.33324490144665,2.8682182794539295,1.4690258596707317,2.0,2.0,5.0,23.803196691743864,9.186263292715587,24.0,11.0,35.0,3.229129091159266,1.5684466271178916,4.0,1.0,5.0,0.06343923273448046,0.2437513004776403,0.0,0.0,0.0,11.0
cam228_w2,228,2,CAM228_2025-05-08-141050,2025-05-08-141050,SI206_2025-05-08,119880,78840,76680,172800,615596,0.04284850964857569,0.09414146051325152,0.0,0.0,0.12158054711246205,0.06383103082153384,0.025370593462451515,0.03934390466174174,-0.00010076263310937384,550770,1.4154453505764906,1.4890802746420957,0.9606605306716611,0.31678261733989205,3.016300161433678,85.04484185133062,61.111484998543546,81.10775714489952,7.2399111820841915,168.38553463108508,3.235306933928863,1.5490504787688912,4.0,1.0,5.0,550770,1.415401927393593,0.9845270210026664,1.138318494811604,0.6931759254425194,2.433903436672159,85.04109885067177,31.270816014431325,87.7243387688701,42.16448533418826,123.92619529364178,3.235143526335857,1.5491631957091596,3.0,1.0,5.0,547375,1.4241807162376228,0.9812251273263044,1.1423134617614086,0.7003292483035675,2.439465275975514,85.56855174968624,30.639771338133052,87.99442259232436,43.25171484404455,123.99638936791249,2.5888851335921443,1.10765088417372,2.0,2.0,4.0,24.63666225165563,8.470222754384876,25.0,13.0,35.0,3.2490614295501254,1.5437979434121076,4.0,1.0,5.0,0.04259968029230418,0.2019528349177046,0.0,0.0,0.0,10.0
cam228_w3,228,3,CAM228_2025-05-08-141050,2025-05-08-141050,SI206_2025-05-08,146880,82080,81000,172800,620996,0.047006220480645726,0.09848421783834356,0.0,0.0,0.1612137803676901,0.05781217247860874,0.01846032143710236,0.06474616752622607,2.7551688621793825e-05,588570,1.4624126357677245,1.8008502017983914,0.9487658289600972,0.23789695298902605,3.195289981710136,82.36814486240172,62.681011593093764,75.68863453786602,3.7971276032638825,168.73644293515372,3.1284469137061013,1.5732989462472595,3.0,1.0,5.0,588570,1.4623639047064927,1.2356694350836084,1.1294115890091545,0.6404974249942692,2.6539528210708934,82.36217468384523,35.59662193037125,85.98385894039035,31.83440999154217,126.10393691982783,3.128294000713594,1.5733924139488442,3.0,1.0,5.0,571106,1.5070819136781965,1.2272636561850743,1.1516114676557496,0.6773787701129957,2.6884426896659095,84.88074920184832,33.046763529790866,87.44417417289294,39.19894118620067,126.48735104478286,2.681822638879648,1.3763585771660065,2.0,2.0,4.0,24.445670330901795,9.135578543160515,25.0,12.0,36.0,3.193326632884263,1.5519591016058183,3.0,1.0,5.0,0.0503199055867037,0.2186042375811799,0.0,0.0,0.0,7.0
cam228_w6,228,6,CAM228_2025-05-08-141050,2025-05-08-141050,SI206_2025-05-08,149040,84240,82080,172800,620996,0.038961286992832446,0.08764502138639432,0.00303951367781155,0.0,0.11879334732994748,0.06263550616395305,0.02619428111063436,0.028054073703909926,-8.165046171328008e-05,588570,1.4610399768925817,1.6078416316975914,0.983830896597507,0.2710639886802544,3.1983042719443375,82.98332033558046,62.291370295849816,76.36633121170826,5.03117792286626,168.94553176152803,3.1082623986951425,1.5777269144191486,3.0,1.0,5.0,588570,1.460976890580394,1.0206185251965667,1.1771330217142406,0.6800492522911586,2.6239387885768957,82.97776931152681,34.467807389297874,85.84255836659037,37.07151289674087,125.5979671078664,3.1081094857026352,1.577818163649543,3.0,1.0,5.0,569058,1.5110712238276287,1.0008410643706718,1.2065113121080266,0.7183031281978984,2.6557218604454715,85.82293137726795,31.378098289237975,87.48812978451659,43.38554616931399,125.99960803354746,2.6889051731106495,1.1265356360947176,2.0,2.0,4.0,24.7065272784145,8.673996486135126,25.0,13.0,36.0,3.180445578482334,1.5546646976266194,3.0,1.0,5.0,0.038623479504725354,0.19269589081159316,0.0,0.0,0.0,14.0
cam229_w1,229,1,CAM229_2025-05-08-141115,2025-05-08-141115,SI206_2025-05-08,126360,83160,83160,172800,644756,0.09549098201663113,0.15490183357644854,0.012327773749093546,0.0,0.3192582497718199,0.09947616556762737,0.08067114505095777,0.10632563543130827,0.0001247085511840786,569130,1.568068056938177,2.0656103472806255,0.8579344957603013,0.24526471488458265,3.6582885977778066,70.36838475923233,62.68420768187274,46.00575400210698,4.481604287617493,167.5108472048709,3.199251489114965,1.54630578710025,3.0,1.0,5.0,569130,1.5680014861813016,1.473896037115066,1.0686389944253736,0.4755253607820825,3.2307599983983026,70.36380548536349,33.65246212283621,69.10335863677307,25.233660912875493,116.88678984899917,3.1990933530124925,1.5464113747936823,3.0,1.0,5.0,568822,1.5688505118127707,1.473843209663381,1.0693160004432456,0.4761270886368174,3.2315222890384923,70.40190536913997,33.621705947347245,69.1291848230275,25.322565804235474,116.897519570271,2.7840589850603528,1.637592685149924,2.0,2.0,5.0,20.447178554978535,9.293751228107306,20.0,8.0,33.0,3.198758135233869,1.5464594725946912,3.0,1.0,5.0,0.09789881544665995,0.29717778749563495,0.0,0.0,0.0,9.0
cam231_w1,231,1,CAM231_2025-05-08-115315,2025-05-08-115315,SI206_2025-05-08,113400,83160,79920,172800,555106,0.0371880805447195,0.09949553448244115,0.0,0.0,0.11656992601088173,0.05544045750713033,0.025943049271020212,0.03018073485600795,-0.00015531567049402724,544290,1.9314068278971543,10.336686844970359,1.0493764912398542,0.3065121778744224,2.9446172971075115,87.04326584357176,61.41332726420918,84.27478864507158,6.687225822312877,169.79397657157176,3.2400925976960813,1.5404333258238787,3.0,1.0,5.0,544290,1.929646086757423,5.131832499696935,1.1789083163797724,0.7542614303336007,2.615485969227126,87.03888515957703,34.24946714771542,90.65070210814028,42.76983884178382,128.26386902929005,3.239927244667365,1.5405485362119533,3.0,1.0,5.0,520650,1.753307643348161,2.7045491985156604,1.2042975367628885,0.801138029040529,2.6241501876750384,90.52099678877951,29.85692316618039,92.34282993722408,50.13037954283456,128.59184797418217,2.9266032843560934,3.0174438332583877,2.0,2.0,4.0,26.004588495150294,8.255160861956899,27.0,15.0,37.0,3.175042735042735,1.5260013504506322,3.0,1.0,5.0,0.037476231633535,0.18992567940140334,0.0,0.0,0.0,7.0
cam231_w5,231,5,CAM231_2025-05-08-115315,2025-05-08-115315,SI206_2025-05-08,117720,77760,78840,172800,584266,0.05652247989996676,0.11993224801727159,0.0,0.0,0.19817896047186692,0.08157598168865775,0.03991077341770751,0.04808068459353504,-2.5644688054318294e-05,551850,1.7224525490757212,1.951915928754295,1.1804146915374574,0.4040696206339162,3.6152008607584194,86.17370937725991,61.20621056130461,80.8814136161046,8.775376077482465,169.90021849996637,3.2485458004892633,1.5409892686439233,4.0,1.0,5.0,551850,1.722396111308389,1.298309370985479,1.3035131232071016,0.8311918979858007,3.032649497038368,86.16885421121265,31.715104574334532,88.15957065370355,42.950370692593765,126.37621789453713,3.2483827126936666,1.5411037544708588,4.0,1.0,5.0,551204,1.7244147249031831,1.2977294762543732,1.304584660474339,0.832478955758383,3.0339369491233157,86.26984237497862,31.59611461315005,88.21013340962003,43.158133014785804,126.39145503499311,2.8937888694566802,1.4733575468608846,2.0,2.0,4.0,24.831443530888745,8.735389560129178,25.0,13.0,36.0,3.2506077604661794,1.5402100570956305,4.0,1.0,5.0,0.054139665169338394,0.22629308832726272,0.0,0.0,0.0,8.0
cam236_w1,236,1,CAM236_2025-05-08-115327,2025-05-08-115327,SI206_2025-05-08,130680,87480,87480,172800,639346,0.08518714511217296,0.13936865206324892,0.02245614035087719,0.0,0.27107286282355153,0.11948048121970961,0.03315234117582178,0.10292861294098746,2.1933823314346493e-05,585330,1.2905372384617766,2.3117643681396394,0.6659711122966625,0.14120669535850533,3.07816470452008,60.953540060201334,63.77208830781528,26.77493586915731,2.656060855126306,167.10030319129658,3.1771308492645174,1.5409573404662058,3.0,1.0,5.0,585330,1.2905118869295027,1.4072570953718273,0.9007446252276374,0.31258503302090396,2.566289547843719,60.94798403476649,30.447679315403942,57.73000014483894,22.734385799988956,105.70262287197265,3.176977089846753,1.5410581553800946,3.0,1.0,5.0,584457,1.2876472392886655,1.3272331787141745,0.9021219431659048,0.31411557495526654,2.567033279252005,61.03232573313962,30.384195295067652,57.77799459041952,22.89577475794856,105.73879361477718,2.4200052356289685,1.52027506287449,2.0,1.0,4.0,17.858063125259857,8.398543858553333,17.0,7.0,30.0,3.1747091744987226,1.5405899701702388,3.0,1.0,5.0,0.0918425136494216,0.2888035081780992,0.0,0.0,0.0,13.0
cam236_w2,236,2,CAM236_2025-05-08-115327,2025-05-08-115327,SI206_2025-05-08,122040,91800,83160,172800,624226,0.08670896754285638,0.13062802880621543,0.02912621359223301,0.0,0.25256135360762183,0.10952625253898148,0.039787853857506966,0.11081279623208067,1.6805004456364235e-05,570210,1.2343008295234466,1.7006273761128499,0.6288687324667157,0.11186251272023155,3.0322360525307346,58.85175571036965,63.453601379714804,24.472297959470133,1.786856474628846,166.36348972316608,3.1931919819014047,1.538831118841281,3.0,1.0,5.0,570210,1.2342260639186677,1.228246183059185,0.8690826937395146,0.2798239833599639,2.6048361779191156,58.84814060899708,31.754631663387872,56.81478200155503,16.414263053688988,104.19329224420248,3.193034145314884,1.5389363969655747,3.0,1.0,5.0,549234,1.2813628506375492,1.2271122322282668,0.9040919543441138,0.3231800674559414,2.65207002467788,61.095631837534135,30.158833840988834,58.32115781221223,22.891478918282058,104.99220218691381,2.412223205409716,1.4117284062685778,2.0,1.0,4.0,17.87598728410841,8.336818031274207,17.0,7.0,30.0,3.1262631228219666,1.5265796743720506,3.0,1.0,5.0,0.09470644570438101,0.29280904160634125,0.0,0.0,0.0,14.0
cam236_w3,236,3,CAM236_2025-05-08-115327,2025-05-08-115327,SI206_2025-05-08,122040,87480,86400,172800,578866,0.07905792673529734,0.14624273881552516,0.013900955690703735,0.0,0.2385751520417029,0.08384441813833257,0.07329930800698167,0.08003005406057775,-5.363474259023247e-05,568050,1.2229945288521997,1.6480230260973587,0.633856974627589,0.13408685270679238,3.023094289439869,63.91740656354313,64.4882496771671,30.486577275334128,2.7796473633181966,168.04981450177846,3.199630314232902,1.5378920928884687,3.0,1.0,5.0,568050,1.2229174597514567,1.1138712630234922,0.9033234283569793,0.311887650412179,2.484038903644702,63.91403289120026,30.72534553039956,61.54357292086528,24.562960020323345,108.28093328934905,3.1994718774755744,1.5379984990526432,3.0,1.0,5.0,563202,1.2334442402758077,1.1128364319045165,0.9114938484874326,0.32179656841581206,2.4936246070034724,64.46420002742589,30.277170561808763,61.89469004017582,25.74307596325375,108.43754156444558,2.359695100514558,1.2900297015342523,2.0,1.0,4.0,18.80690942148643,8.37048708788015,18.0,8.0,31.0,3.218458031043924,1.5308528651703373,3.0,1.0,5.0,0.07772877226998484,0.2677443000913104,0.0,0.0,0.0,7.0
cam236_w6,236,6,CAM236_2025-05-08-115327,2025-05-08-115327,SI206_2025-05-08,113400,82080,82080,172800,569146,0.07029700378197443,0.11805947425070296,0.022851919561243144,0.0,0.18532423826085917,0.09069321677660527,0.03209057484171856,0.08810721972759945,4.495944371021372e-05,558330,1.2193353999119543,1.561516067365529,0.6364008500331189,0.14235738165928571,3.008962855630668,65.00438879394176,64.59190598887545,32.26261447537192,3.0279531300255726,168.39584330622415,3.259201547471925,1.5243199201291544,4.0,1.0,5.0,558330,1.2192917217245,1.093198989057256,0.8778746324745041,0.32202191273303993,2.4875101409908824,65.00075612273145,30.41342142190118,62.7058385862185,25.800592246196278,108.75622181562814,3.2590403524797162,1.524435441473968,4.0,1.0,5.0,558189,1.2195997179995308,1.093165256882232,0.8781518958141751,0.32232556631493786,2.487932812544207,65.01717548358113,30.399709102659024,62.7183728093608,25.83367905098935,108.75947995959609,2.349487360016052,1.2672017188923475,2.0,1.0,4.0,18.95935606040248,8.40400083554508,18.0,8.0,31.0,3.2594658798363993,1.524337294144362,4.0,1.0,5.0,0.07066065436617347,0.2562571487602203,0.0,0.0,0.0,8.0
